Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,Reference DB source,URL,ToxVal_ID,Chemical_ID
,3-Phenylpropyl cinnamate,122-68-9,O=C(C=Cc1ccccc1)OCCCc1ccccc1,DTXSID9047411,,541,541_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,266.339,0.0188,1.7265,"EFSA Group 15 Rev. 2 Oral acute toxicity data for candidate and supporting chemicals (Keating, 1972d) (Keating, 1972d)",http://www.efsa.europa.eu/en/efsajournal/pub/2563,60518,ToxVal00036_56a4cfcd29641fd9
,"Benzenepropanoic acid, methyl ester",103-25-3,COC(CCc1ccccc1)=O,DTXSID2059271,,542,542_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4200,mg/kg,164.203,0.0256,1.5921,"EFSA Group 15 Rev. 2 Oral acute toxicity data for candidate and supporting chemicals (Moreno, 1981b) (Moreno, 1981b)",http://www.efsa.europa.eu/en/efsajournal/pub/2563,60519,ToxVal00036_3afd9d2108b4ab09
,alpha-Methylbenzyl alcohol,98-85-1,CC(c1ccccc1)O,DTXSID1020859,,543,543_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,400,mg/kg,122.166,0.0033,2.4849,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Smyth & Carpenter, 1944) (Smyth & Carpenter, 1944)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60520,ToxVal00036_1b646c1720e9da1d
,(+/-)-alpha-Methylbenzyl acetate,93-92-5,CC(c1ccccc1)OC(C)=O,DTXSID6041636,,544,544_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,164.203,0.0305,1.5164,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Posner, 1971) (Posner, 1971)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60521,ToxVal00036_7a15a71e02cf20bb
,1-Phenylethyl propionate,120-45-6,CCC(OC(C)c1ccccc1)=O,DTXSID9047091,,545,545_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5.2,mL/kg,178.23,0.0000,4.5350,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Levenstein, 1973e) (Levenstein, 1973e)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60522,ToxVal00036_f6fb4ed7c164f7d6
,"Benzenemethanol, .alpha.,4-dimethyl-",536-50-5,CC(c1ccc(C)cc1)O,DTXSID00862145,,546,546_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2.8,mL/kg,136.193,0.0000,4.6870,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Linet et al., 1962.) (Linet et al., 1962.)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60523,ToxVal00036_9a28ce39ad2714d0
,Acetophenone,98-86-2,CC(c1ccccc1)=O,DTXSID6021828,,547,547_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3000,mg/kg,120.151,0.0250,1.6026,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Smyth & Carpenter, 1944) (Smyth & Carpenter, 1944)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60524,ToxVal00036_7bd56bd2515bc2ea
,Acetophenone,98-86-2,CC(c1ccccc1)=O,DTXSID6021828,,548,548_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3200,mg/kg,120.151,0.0266,1.5746,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Jenner et al., 1964) (Jenner et al., 1964)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60525,ToxVal00036_7bd56bd2515bc2ea
,Acetophenone,98-86-2,CC(c1ccccc1)=O,DTXSID6021828,,549,549_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2.48,mL/kg,120.151,0.0000,4.6853,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Smyth et al., 1969b) (Smyth et al., 1969b)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60526,ToxVal00036_7bd56bd2515bc2ea
,Acetophenone,98-86-2,CC(c1ccccc1)=O,DTXSID6021828,,550,550_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,900,mg/kg,120.151,0.0075,2.1255,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Smyth & Carpenter, 1948) (Smyth & Carpenter, 1948)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60527,ToxVal00036_7bd56bd2515bc2ea
,Acetophenone,98-86-2,CC(c1ccccc1)=O,DTXSID6021828,,551,551_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,1780,mg/kg,120.151,0.0148,1.8293,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Damment, 1992) (Damment, 1992)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60528,ToxVal00036_7bd56bd2515bc2ea
,p-Methylacetophenone,122-00-9,CC(c1ccc(C)cc1)=O,DTXSID9044374,,552,552_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1400,mg/kg,134.177,0.0104,1.9816,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Industrial Bio-Test Laboratories, Inc., 1971b) (Industrial Bio-Test Laboratories, Inc., 1971b)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60529,ToxVal00036_5b7448ce97e3e6d3
,4'-Methoxyacetophenone,100-06-1,CC(c(cc1)ccc1OC)=O,DTXSID2044347,,553,553_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1720,mg/kg,150.176,0.0115,1.9411,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Moreno, 1973t) (Moreno, 1973t)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60530,ToxVal00036_ed145c19af339f3a
,1-(4-Methoxyphenyl)-2-propanone,122-84-9,CC(Cc(cc1)ccc1OC)=O,DTXSID9059545,,554,554_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3.33,mL/kg,164.203,0.0000,4.6929,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Levenstein, 1976f) (Levenstein, 1976f)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60531,ToxVal00036_3038fb1fb57c2995
,Benzylacetone,2550-26-7,CC(CCc1ccccc1)=O,DTXSID6033241,,555,555_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3200,mg/kg,148.204,0.0216,1.6657,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Moreno, 1980j) (Moreno, 1980j)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60532,ToxVal00036_8c2f43a99e92ba3f
,4-(4-Methoxyphenyl)-2-butanone,104-20-1,CC(CCc(cc1)ccc1OC)=O,DTXSID5047166,,556,556_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,178.23,0.0281,1.5520,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Russell, 1973f) (Russell, 1973f)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60533,ToxVal00036_eebab011aed9c474
,1-Phenyl-1-propanol,93-54-9,CCC(c1ccccc1)O,DTXSID2044474,,557,557_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2800,mg/kg,136.193,0.0206,1.6870,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Brown et al., 1955) (Brown et al., 1955)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60534,ToxVal00036_1c42708f3872a5b8
,1-Phenyl-1-propanol,93-54-9,CCC(c1ccccc1)O,DTXSID2044474,,558,558_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2500,mg/kg,136.193,0.0184,1.7362,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Rohrbach & Robineau, 1958) (Rohrbach & Robineau, 1958)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60535,ToxVal00036_1c42708f3872a5b8
,1-Phenyl-1-propanol,93-54-9,CCC(c1ccccc1)O,DTXSID2044474,,559,559_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,500,mg/kg,136.193,0.0037,2.4352,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Rohrbach & Robineau, 1958) (Rohrbach & Robineau, 1958)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60536,ToxVal00036_1c42708f3872a5b8
,1-Phenylpropan-1-one,93-55-0,CCC(c1ccccc1)=O,DTXSID2044470,,560,560_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4.49,mL/kg,134.177,0.0000,4.4754,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Carpenter et al., 1974) (Carpenter et al., 1974)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60537,ToxVal00036_9967b73d8571fa3f
,"4-Heptanone, 3-(phenylmethyl)-",7492-37-7,CCCC(C(CC)Cc1ccccc1)=O,DTXSID50864073,,561,561_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4400,mg/kg,204.312,0.0215,1.6668,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Burdock & Ford, 1990d) (Burdock & Ford, 1990d)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60538,ToxVal00036_7b0aeb7ac2d78237
,"4-Heptanone, 3-(phenylmethyl)-",7492-37-7,CCCC(C(CC)Cc1ccccc1)=O,DTXSID50864073,,562,562_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4441,mg/kg,204.312,0.0217,1.6628,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Reagan & Becci, 1984c) (Reagan & Becci, 1984c)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60539,ToxVal00036_7b0aeb7ac2d78237
,1'-Acetonaphthone,941-98-0,CC(c1cccc2ccccc12)=O,DTXSID4052635,,563,563_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1560,mg/kg,170.21,0.0092,2.0379,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Moreno, 1977x) (Moreno, 1977x)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60540,ToxVal00036_c4e8873b6b0f46f3
,1'-Acetonaphthone,941-98-0,CC(c1cccc2ccccc12)=O,DTXSID4052635,,564,564_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,800,mg/kg,170.21,0.0047,2.3279,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Eastman Kodak Co., 1992b) (Eastman Kodak Co., 1992b)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60541,ToxVal00036_c4e8873b6b0f46f3
,1'-Acetonaphthone,941-98-0,CC(c1cccc2ccccc12)=O,DTXSID4052635,,565,565_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,800,mg/kg,170.21,0.0047,2.3279,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Eastman Kodak Co., 1992b) (Eastman Kodak Co., 1992b)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60542,ToxVal00036_c4e8873b6b0f46f3
,2'-Acetonaphthone,93-08-3,CC(c1cc2ccccc2cc1)=O,DTXSID2041389,,566,566_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,3100,mg/kg,170.21,0.0182,1.7396,"EFSA Group 16 Rev. 2 Oral acute toxicity data for candidate and supporting substances (Moreno, 1982k) (Moreno, 1982k)",http://www.efsa.europa.eu/en/efsajournal/pub/1022,60543,ToxVal00036_bc3d7e4ef7ad4e3a
,2-Methylpyrazine,109-08-0,Cc1nccnc1,DTXSID4047620,,567,567_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1800,mg/kg,94.1166,0.0191,1.7184,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60544,ToxVal00036_8f16d9b463a76811
,"Pyrazine, 2,3-dimethyl-",5910-89-4,Cc1nccnc1C,DTXSID4064058,,568,568_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,613,mg/kg,108.144,0.0057,2.2465,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60545,ToxVal00036_8208ac0b60508dfc
,"2,5-Dimethylpyrazine",123-32-0,Cc1cnc(C)cn1,DTXSID6047652,,569,569_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1020,mg/kg,108.144,0.0094,2.0254,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60546,ToxVal00036_98b80e9f8b741e59
,"2,6-Dimethylpyrazine",108-50-9,Cc1cncc(C)n1,DTXSID5047619,,570,570_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,880,mg/kg,108.144,0.0081,2.0895,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60547,ToxVal00036_a1b892f4eea1a63c
,2-Ethyl-3-methylpyrazine,15707-23-0,CCc1nccnc1C,DTXSID4047464,,571,571_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,600,mg/kg,122.17,0.0049,2.3088,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60548,ToxVal00036_4459662371517989
,"Pyrazine, 2-ethyl-5-methyl-",13360-64-0,CCc1ncc(C)nc1,DTXSID6065422,,572,572_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,900,mg/kg,122.17,0.0074,2.1327,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60549,ToxVal00036_23ddf2ac5f612996
,"2,3,5-Trimethylpyrazine",14667-55-1,Cc1cnc(C)c(C)n1,DTXSID1047075,,573,573_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,806,mg/kg,122.17,0.0066,2.1806,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60550,ToxVal00036_ab777384ca00fb4d
,"2-Ethyl-3,5-dimethylpyrazine",13925-07-0,CCc1ncc(C)nc1C,DTXSID7065679,,574,574_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,456,mg/kg,136.197,0.0033,2.4752,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Moran et al., 1980) (Moran et al., 1980)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60551,ToxVal00036_4582fcdd1f2624cb
,"2-Ethyl-3,5-dimethylpyrazine",13925-07-0,CCc1ncc(C)nc1C,DTXSID7065679,,575,575_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,504,mg/kg,136.197,0.0037,2.4317,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Posternak et al., 1975) (Posternak et al., 1975)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60552,ToxVal00036_1e4bc0d47bad2afa
,Tetramethylpyrazine,1124-11-4,Cc1c(C)nc(C)c(C)n1,DTXSID6047070,,576,576_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1910,mg/kg,136.197,0.0140,1.8531,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Oser, 1969c) (Oser, 1969c)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60553,ToxVal00036_f44b2997dc57768a
,2-Isobutyl-3-methoxypyrazine,24683-00-9,CC(C)Cc1nccnc1OC,DTXSID9051907,,577,577_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2000,mg/kg,166.223,0.0120,1.9197,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Quest International, 1983a) (Quest International, 1983a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60554,ToxVal00036_d3fc80f92dfefd25
,2-Isobutyl-3-methoxypyrazine,24683-00-9,CC(C)Cc1nccnc1OC,DTXSID9051907,,578,578_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4000,mg/kg,166.223,0.0241,1.6186,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Roure Inc., 1974) (Roure Inc., 1974)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60555,ToxVal00036_d3fc80f92dfefd25
,Acetylpyrazine,22047-25-2,CC(c1nccnc1)=O,DTXSID5047085,,579,579_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3000,mg/kg,122.127,0.0246,1.6097,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Posternak et al., 1975) (Posternak et al., 1975)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60556,ToxVal00036_d0d1ec5879745b82
,3-sec-Butyl-2-methoxypyrazine,24168-70-5,CCC(C)c1nccnc1OC,DTXSID0047082,,580,580_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2000,mg/kg,166.223,0.0120,1.9197,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Quest International, 1983b) (Quest International, 1983b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60557,ToxVal00036_ff8e3dff81bfcff5
,"Pyrazine, (cyclohexylmethyl)-",28217-92-7,C(C1CCCCC1)c1nccnc1,DTXSID8067367,,581,581_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2673,mg/kg,176.262,0.0152,1.8192,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Babish, 1978a) (Babish, 1978a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60558,ToxVal00036_84cffe75891e5d85
,Pyrazinemethanethiol,59021-02-2,SCc1nccnc1,DTXSID3069302,,582,582_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2100,mg/kg,126.183,0.0166,1.7788,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Burdock and Ford, 1990a) (Burdock and Ford, 1990a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60559,ToxVal00036_8c681581f5d5e493
,Pyrazineethanethiol,35250-53-4,SCCc1nccnc1,DTXSID2025977,,583,583_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,158,mg/kg,140.21,0.0011,2.9481,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Posternak et al., 1975) (Posternak et al., 1975)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60560,ToxVal00036_ffd8af640a17f96f
,Pyrazinyl methyl sulfide,21948-70-9,CSc1nccnc1,DTXSID1047491,,584,584_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2500,mg/kg,126.183,0.0198,1.7031,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Posternak et al., 1975) (Posternak et al., 1975)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60561,ToxVal00036_0cf928d5efa043d2
,(Methylthio)methylpyrazine,67952-65-2,CSCc1nccnc1,DTXSID4047707,,585,585_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1970,mg/kg,140.21,0.0141,1.8523,"EFSA Group 17R3 Oral acute toxicity data for supporting substances (Posternak et al., 1975) (Posternak et al., 1975)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60562,ToxVal00036_a34cf07feb17228c
,tert-Butyl alcohol,75-65-0,CC(C)(C)O,DTXSID8020204,,586,586_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3500,mg/kg,74.1224,0.0472,1.3259,"EFSA Group 18 Rev 3 Acute Toxicity Data (Schaffarzick and Brown, 1952) (Schaffarzick and Brown, 1952)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60563,ToxVal00036_b6e9af8114d89744
,tert-Butyl alcohol,75-65-0,CC(C)(C)O,DTXSID8020204,,587,587_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3046,mg/kg,74.1224,0.0411,1.3862,"EFSA Group 18 Rev 3 Acute Toxicity Data (Johnson, 1981a) (Johnson, 1981a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60564,ToxVal00036_b6e9af8114d89744
,tert-Butyl alcohol,75-65-0,CC(C)(C)O,DTXSID8020204,,588,588_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2733,mg/kg,74.1224,0.0369,1.4333,"EFSA Group 18 Rev 3 Acute Toxicity Data (Johnson, 1981b) (Johnson, 1981b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60565,ToxVal00036_b6e9af8114d89744
,tert-Butyl alcohol,75-65-0,CC(C)(C)O,DTXSID8020204,,589,589_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3800,mg/kg,74.1224,0.0513,1.2902,"EFSA Group 18 Rev 3 Acute Toxicity Data (Eastman Kodak Co., 1994) (Eastman Kodak Co., 1994)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60566,ToxVal00036_b6e9af8114d89744
,tert-Butyl alcohol,75-65-0,CC(C)(C)O,DTXSID8020204,,590,590_EFSA2DB,EFSA2,-,acute,human health,rabbit,oral,=,3560,mg/kg,74.1224,0.0480,1.3185,"EFSA Group 18 Rev 3 Acute Toxicity Data (Munch, 1972) (Munch, 1972)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60567,ToxVal00036_b6e9af8114d89744
,2-Methyl-2-butanol,75-85-4,CCC(C)(C)O,DTXSID0041436,,591,591_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1000,mg/kg,88.1493,0.0113,1.9452,"EFSA Group 18 Rev 3 Acute Toxicity Data (Schaffarzick and Brown, 1952) (Schaffarzick and Brown, 1952)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60568,ToxVal00036_fd5ad5133cf8f786
,2-Methyl-2-butanol,75-85-4,CCC(C)(C)O,DTXSID0041436,,592,592_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1000,mg/kg,88.1493,0.0113,1.9452,"EFSA Group 18 Rev 3 Acute Toxicity Data (Dow Chemical Company, 1982) (Dow Chemical Company, 1982)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60569,ToxVal00036_fd5ad5133cf8f786
,2-Methyl-2-butanol,75-85-4,CCC(C)(C)O,DTXSID0041436,,593,593_EFSA2DB,EFSA2,-,acute,human health,rabbit,oral,=,2027,mg/kg,88.1493,0.0230,1.6384,"EFSA Group 18 Rev 3 Acute Toxicity Data (Munch, 1972) (Munch, 1972)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60570,ToxVal00036_fd5ad5133cf8f786
,3-Methyl-3-pentanol,77-74-7,CCC(C)(CC)O,DTXSID0021755,,594,594_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,710,mg/kg,102.176,0.0069,2.1581,"EFSA Group 18 Rev 3 Acute Toxicity Data (Brown et al., 1955) (Brown et al., 1955)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60571,ToxVal00036_b58c2270c0a99c89
,"2,6-Dimethyl-2-heptanol",13254-34-7,CC(C)CCCC(C)(C)O,DTXSID6041424,,595,595_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,6800,mg/kg,144.257,0.0471,1.3266,"EFSA Group 18 Rev 3 Acute Toxicity Data (BASF, 1979) (BASF, 1979)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60572,ToxVal00036_34d9e8b9fbbb9800
,"2,6-Dimethyl-2-heptanol",13254-34-7,CC(C)CCCC(C)(C)O,DTXSID6041424,,596,596_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,144.257,0.0347,1.4602,"EFSA Group 18 Rev 3 Acute Toxicity Data (Moreno, 1976a) (Moreno, 1976a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60573,ToxVal00036_34d9e8b9fbbb9800
,"3,6-Dimethyl-3-octanol",151-19-9,CCC(C)CCC(C)(CC)O,DTXSID40861834,,597,597_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,158.284,0.0316,1.5005,"EFSA Group 18 Rev 3 Acute Toxicity Data (Moreno, 1973a) (Moreno, 1973a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60574,ToxVal00036_5d7a0cee1648ecfa
,2-Methyl-3-buten-2-ol,115-18-4,CC(C)(C=C)O,DTXSID3047471,,598,598_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1800,mg/kg,86.1334,0.0209,1.6799,"EFSA Group 18 Rev 3 Acute Toxicity Data (BASF, 1972) (BASF, 1972)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60575,ToxVal00036_80bc00b9d02d5562
,Linalool,78-70-6,CC(CCC=C(C)C)(C=C)O,DTXSID7025502,,599,599_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2790,mg/kg,154.252,0.0181,1.7426,"EFSA Group 18 Rev 3 Acute Toxicity Data (Jenner et al., 1964) (Jenner et al., 1964)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60576,ToxVal00036_68678cdf38058b5c
,Linalool,78-70-6,CC(CCC=C(C)C)(C=C)O,DTXSID7025502,,600,600_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2200,mg/kg,154.252,0.0143,1.8458,"EFSA Group 18 Rev 3 Acute Toxicity Data (Rhone-Poulenc, Inc., 1992) (Rhone-Poulenc, Inc., 1992)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60577,ToxVal00036_68678cdf38058b5c
,Linalool,78-70-6,CC(CCC=C(C)C)(C=C)O,DTXSID7025502,,601,601_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,3918,mg/kg,154.252,0.0254,1.5952,"EFSA Group 18 Rev 3 Acute Toxicity Data (Hoffman-LaRoche, Inc., 1967) (Hoffman-LaRoche, Inc., 1967)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60578,ToxVal00036_68678cdf38058b5c
,Linalool,78-70-6,CC(CCC=C(C)C)(C=C)O,DTXSID7025502,,602,602_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,1700,mg/kg,154.252,0.0110,1.9578,"EFSA Group 18 Rev 3 Acute Toxicity Data (Rhone-Poulenc, Inc., 1992) (Rhone-Poulenc, Inc., 1992)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60579,ToxVal00036_68678cdf38058b5c
,"3,7-Dimethyl-3-octanol",78-69-3,CCC(C)(CCCC(C)C)O,DTXSID7029110,,603,603_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,158.284,0.0316,1.5005,"EFSA Group 18 Rev 3 Acute Toxicity Data (Moreno, 1976b) (Moreno, 1976b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60580,ToxVal00036_6c373fbde7b84bbf
,"1,1,5-Trimethyl-6-heptenol",18479-58-8,CC(CCCC(C)(C)O)C=C,DTXSID8029317,,604,604_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3600,mg/kg,156.268,0.0230,1.6376,"EFSA Group 18 Rev 3 Acute Toxicity Data (Moreno, 1973b) (Moreno, 1973b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60581,ToxVal00036_ee00899da64dd036
