PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,SMILES,Agonist_Activity,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0005215015 uM,Activity at 0.00156 uM,Activity at 0.00466 uM,Activity at 0.00590 uM,Activity at 0.014 uM,Activity at 0.042 uM,Activity at 0.068 uM,Activity at 0.127 uM,Activity at 0.378 uM,Activity at 0.782 uM,Activity at 1.156 uM,Activity at 3.420 uM,Activity at 5.843 uM,Activity at 10.21 uM,Activity at 30.24 uM,Activity at 43.68 uM,Activity at 92.27 uM,Activity at 218.9 uM,Activity at 489.4 uM,Activity at 1094.5 uM,Activity at 2447.4 uM,Activity at 5811.1 uM,Activity at 12995.4 uM,Activity at 29059.9 uM,Activity at 64977.0 uM,Compound QC
49,17389356,7192,CCOC1=CC2=C(C=C1)N=C(S2)N,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07974509-01/37962290,,Activator,10,32,,41,Complete curve; partial efficacy,-5,1.9282,0.9927,32.5,0.5,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,31.2386,0.2277,,0.3134,,0.5444,0.5338,0.6599,0.5634,0.1383,0.2476,1.0416,,7.6251,13.0246,27.8481,31.4272,31.2386,,,,,,,,,QC'd by NIEHS/NTP
50,17389436,174223,CC1=C(C2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N)S(=O)(=O)O,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07949348-01/37961798,,Activator,39.8107,228.527,,41,Partial curve; high efficacy,-4.4,1.6259,0.98,231.351,2.8232,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,201.012,0.2757,,1.6781,,0.9279,4.9969,-0.162,0.9215,0.2045,1.0311,6.374,,17.7448,24.9355,71.3216,110.764,201.012,,,,,,,,,QC'd by NIEHS/NTP
51,17389460,7594,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509353-01/37961519,,Activator,11.2202,33.2939,,41,Complete curve; partial efficacy,-4.95,4.095,0.9849,33,-0.2939,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,37.5663,-0.11,,0.0909,,0.2089,0.418,-0.9342,0.219,0.1136,0.5828,-1.9116,,-0.0147,9.5365,28.6835,30.1386,37.5663,,,,,,,,,QC'd by NIEHS/NTP
52,17389771,992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07949335-01/37960995,,Activator,44.6684,107.549,,41,Partial curve; high efficacy,-4.35,2.0479,0.9359,109.239,1.6903,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,104.201,0.0648,,1.1052,,0.2022,0.1858,-0.3337,0.5601,0.0182,0.2948,0.5018,,4.564,11.9163,31.318,40.1786,104.201,,,,,,,,,QC'd by NIEHS/NTP
53,17389913,6053,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07935244-01/37962316,,Activator,44.6684,132.674,,41,Partial curve; high efficacy,-4.35,2.0479,0.9726,135.318,2.6437,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,123.206,-0.0949,,-0.3715,,-0.088,0.3142,0.5406,0.066,0.6178,2.0429,2.8585,,8.7443,17.4162,31.8177,62.426,123.206,,,,,,,,,QC'd by NIEHS/NTP
54,17389933,11933,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07935817-01/37961037,,Activator,44.6684,106.059,,41,Partial curve; high efficacy,-4.35,2.4064,0.9809,106.729,0.6691,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,100.933,-0.123,,0.1616,,-0.3775,-0.2088,-0.713,-0.2229,-0.4946,-0.1191,-0.3128,,1.7025,8.3584,21.5755,50.4954,100.933,,,,,,,,,QC'd by NIEHS/NTP
55,17389979,7263,C1=CC(=C(C=C1Cl)N)N,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08082669-01/37962129,,Activator,50.1187,70.8587,,41,Partial curve; partial efficacy,-4.3,2.3332,0.9319,73.0644,2.2057,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,72.8108,0.1791,,0.0986,,-0.011,0.3841,0.2754,-0.3948,0.1664,3.7051,5.0898,,5.4134,6.5249,15.2696,25.7309,72.8108,,,,,,,,,QC'd by NIEHS/NTP
56,26752735,6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00090680-02/37963451,,Activator,35.4813,358.363,,41,Partial curve; high efficacy,-4.45,1.6924,0.9986,358.824,0.4614,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,304.538,,0.2297,0.3363,0.8579,-0.2109,-1.595,-3.4655,-1.0355,-1.2123,-0.1706,1.5058,12.9106,32.5537,,85.9234,195.042,304.538,,,,,,,,,QC'd by EPA
57,26752908,8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091111-02/37963638,,Activator,50.1187,80.5518,,41,Partial curve; high efficacy,-4.3,2.4064,0.9212,80.847,0.2952,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,82.4693,,0.1546,0.8106,0.5768,0.6984,-2.6599,-2.5309,0.4828,-0.277,0.1226,-0.0849,3.923,4.7614,,11.1899,18.4683,82.4693,,,,,,,,,QC'd by SigmaAldrich
58,26752917,992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091143-04/37963709,,Activator,39.8107,163.904,,41,Partial curve; high efficacy,-4.4,2.7868,0.9932,164.867,0.963,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,157.255,,-0.1461,0.8768,-0.0096,-0.5122,-0.1335,-0.4567,0.9889,0.7189,0.6805,0.6699,3.6902,8.3402,,21.4992,77.939,157.255,,,,,,,,,QC'd by SigmaAldrich
59,26752928,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091180-02/37963725,,Activator,44.6684,142.005,,41,Partial curve; high efficacy,-4.35,2.3332,0.9507,142.777,0.7721,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,140.551,,-1.4345,-0.5269,-0.3355,0.4719,0.4939,-2.944,-0.1104,-1.7824,-0.5011,-1.6307,6.9935,12.7378,,26.7403,47.4876,140.551,,,,,,,,,QC'd by SigmaAldrich
60,26752946,6702,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091244-02/37963456,,Activator,28.1838,538.999,,41,Partial curve; high efficacy,-4.55,3.2975,0.995,543.905,4.906,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,387.595,,0.9302,0.9023,0.5679,0.1601,-2.7738,-3.1929,2.9562,3.2141,2.3504,5.3016,18.0363,34.1434,,116.501,433.679,387.595,,,,,,,,,QC'd by SigmaAldrich
61,26752961,16720,C1=CC2=C(C=CC=C2N)C(=C1)N,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091284-02/37963192,,Activator,25.1189,135.589,,41,Partial curve; high efficacy,-4.6,3.0654,0.9667,138.295,2.7057,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,-11.1125,,-0.0603,0.4517,0.7945,1.8062,-0.4725,-1.1491,0.8448,-0.013,1.3313,4.1432,17.784,17.5439,,34.9212,115.555,-11.1125,,,,,,,,,QC'd by EPA
62,26753048,3220,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091540-05/37963957,,Activator,44.6684,125.408,,41,Partial curve; high efficacy,-4.35,2.4064,0.9528,126.576,1.1683,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,125.005,,1.6329,0.3623,1.7519,0.792,-0.0528,-2.2067,0.8394,-1.7798,-1.3466,-0.5535,2.5214,7.375,,25.9161,41.9038,125.005,,,,,,,,,QC'd by SigmaAldrich
63,26753072,8341,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091610-02/37962911,,Activator,44.6684,119.869,,41,Partial curve; high efficacy,-4.35,1.331,0.9651,122.124,2.2549,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,96.0944,,0.5689,0.2252,1.9565,1.9214,-0.5368,-1.6428,0.0332,0.9921,2.559,6.1704,19.2847,19.1687,,27.1375,51.8478,96.0944,,,,,,,,,QC'd by SigmaAldrich
64,26753710,37123,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00094569-03/37963651,,Activator,2.5119,22.5894,,41,Complete curve; partial efficacy,-5.6,1.4641,0.967,23,0.4106,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23.1543,,1.2718,0.1065,-0.0096,0.4365,-0.7406,-0.9078,2.7384,2.2977,2.4746,5.4266,18.7546,21.0721,,19.1557,22.3638,23.1543,,,,,,,,,QC'd by EPA
65,26753724,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00094842-05/37963464,,Activator,39.8107,281.945,,41,Partial curve; high efficacy,-4.4,3.132,0.989,283.55,1.6043,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,282.749,,0.4561,0.8996,0.1972,0.1255,-0.3432,-2.2253,0.4887,-1.8057,0.1652,-1.9964,6.5401,12.5023,,31.8905,130.463,282.749,,,,,,,,,QC'd by SigmaAldrich
66,26757138,5377791,CCOP(=O)(OCC)O/C(=C/Cl)/C1=C(C=C(C=C1)Cl)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163745-01/37963184,,Activator,50.1187,144.27,,41,Partial curve; high efficacy,-4.3,3.132,0.9507,143.745,-0.5256,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,156.825,,0.8112,0.4857,1.2498,1.2592,1.2249,-3.784,-3.44,-2.8837,-0.5231,-3.7476,1.232,1.0026,,7.988,39.994,156.825,,,,,,,,,QC'd by EPA
67,26757200,86367,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163795-01/37963171,,Activator,50.1187,54.6388,,41,Partial curve; partial efficacy,-4.3,2.7202,0.9362,54.2874,-0.3514,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,56.8016,,-0.6578,0.2071,0.8474,0.1334,-1.3468,-3.609,-0.8071,-2.0639,-1.3078,-2.3152,2.1343,0.8888,,6.3028,13.841,56.8016,,,,,,,,,QC'd by EPA
68,26757404,8342,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163987-01/37964067,,Activator,50.1187,132.329,,41,Partial curve; high efficacy,-4.3,1.21,0.9118,135.435,3.1058,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,109.312,,-0.8644,-0.0758,-0.7221,0.7509,0.6978,-4.023,-1.012,0.844,3.4402,13.978,24.4706,28.0169,,27.8875,47.5915,109.312,,,,,,,,,QC'd by SigmaAldrich
69,26757414,24743,CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163997-01/37963185,,Activator,44.6684,73.8044,,41,Partial curve; partial efficacy,-4.35,2.7202,0.977,74.122,0.3176,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,70.8142,,1.8795,0.972,1.5908,0.0281,1.005,-3.7133,-1.7887,-0.8222,-1.1553,0.0757,1.2261,0.9863,,12.8754,29.2707,70.8142,,,,,,,,,QC'd by SigmaAldrich
70,26757482,7031,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00164065-01/37963859,,Activator,5.0119,23.4703,,41,Complete curve; partial efficacy,-5.3,0.8,0.9834,22,-1.4703,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20.2029,,-0.2425,-0.1557,-1.6419,-1.3878,-1.4697,-1.0235,-0.0129,0.953,1.0395,6.0293,10.7469,11.9571,,14.0919,19.0346,20.2029,,,,,,,,,QC'd by SigmaAldrich
71,26757527,14869,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00164110-01/37963432,,Activator,15.8489,74.3278,,41,Partial curve; partial efficacy,-4.8,2.4064,0.9822,73.7403,-0.5875,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,54.9657,,-1.2831,-1.9177,0.2505,0.8258,1.3015,-2.3518,-1.6755,-1.6552,0.0672,0.1083,5.9389,12.0573,,40.1521,75.302,54.9657,,,,,,,,,QC'd by SigmaAldrich
72,26757768,17811,CC1=CC(=C(C=C1)O)N=NC2=CC=C(C=C2)NC(=O)C,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00164349-01/37963503,,Activator,4.4668,30.894,,41,Complete curve; partial efficacy,-5.35,1.1705,0.9606,30.5,-0.394,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,33.7718,,-0.6543,0.8663,1.4181,1.0838,-0.9829,-2.4117,-0.2138,0.6849,1.2,4.0422,18.4242,18.4366,,24.5116,25.4603,33.7718,,,,,,,,,QC'd by SigmaAldrich
73,26757883,182951,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00164464-01/37963169,,Activator,44.6684,128.358,,41,Partial curve; high efficacy,-4.35,2.7202,0.9752,129.21,0.8528,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,127.767,,0.8158,1.3926,1.6446,1.3714,-1.4346,-1.4239,0.4447,-0.7568,-0.0836,-1.4429,4.2232,6.0469,,20.2948,49.2863,127.767,,,,,,,,,QC'd by EPA
74,84986996,6872,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,Active,41,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00076924-01/37962836,,Activator,44.6684,151.889,,41,Partial curve; high efficacy,-4.35,2.7202,0.9524,151.995,0.106,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,156.239,,-1.0531,0.0559,0.5828,-0.1831,0.2065,-4.6029,-4.1773,-1.855,-0.53,0.9449,1.1767,6.4526,,23.7697,47.2317,156.239,,,,,,,,,QC'd by DPISMR
75,144204491,47936,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00024996-02/37963592,,Activator,17.7828,30.0867,,40,Complete curve; partial efficacy,-4.75,2.1211,0.967,30,-0.0867,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,28.5343,,1.091,2.2045,0.887,1.3213,-2.513,-3.8223,0.1846,-2.5449,-1.1182,-0.3218,3.3941,5.3629,,14.0442,27.3834,28.5343,,,,,,,,,QC'd by SigmaAldrich
76,17388664,5281575,COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=O)O2)OC,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB13681038-01/37961670,,Activator,10,17.2132,,40,Complete curve; partial efficacy,-5,2.2526,0.9796,17.5,0.2868,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,19.3437,0.0904,,0.7947,,0.045,0.1841,0.2914,-0.3744,-0.5943,0.1862,0.4892,,2.2993,7.7952,15.6254,14.4355,19.3437,,,,,,,,,QC'd by NIEHS/NTP
77,17388746,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB02509328-01/37961342,,Activator,25.1189,25.6622,,40,Complete curve; partial efficacy,-4.6,1.9673,0.9941,25.5,-0.1622,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,23.7022,-0.4882,,0.4312,,0.1151,0.1628,0.1248,0.1198,0.0268,0.0701,-1.3851,,0.4327,1.5127,10.4712,19.4767,23.7022,,,,,,,,,QC'd by NIEHS/NTP
78,17388786,8615,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08583007-01/37961167,,Activator,44.6684,58.6575,,40,Partial curve; partial efficacy,-4.35,2.2526,0.9395,60.8353,2.1778,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,58.0265,-0.0151,,0.8656,,0.4962,1.2215,0.6795,1.8765,0.6236,0.6552,1.9769,,9.5603,5.5241,14.4737,24.2874,58.0265,,,,,,,,,QC'd by NIEHS/NTP
79,17388883,7120,CCN(CC)C1=CC=C(C=C1)N,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07985346-01/37961818,,Activator,44.6684,54.2885,,40,Partial curve; partial efficacy,-4.35,1.2221,0.9552,54.6639,0.3754,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,44.782,-0.8818,,-0.3946,,-0.042,1.2144,-0.4282,0.1591,0.1971,1.1709,0.3857,,2.5851,10.5669,18.1744,21.6544,44.782,,,,,,,,,QC'd by NIEHS/NTP
80,17389019,3220,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08007516-01/37961783,,Activator,44.6684,56.369,,40,Partial curve; partial efficacy,-4.35,2.3332,0.9711,56.6135,0.2445,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,52.3091,-0.5461,,0.4437,,-0.0776,0.6994,-0.513,0.1283,-0.5498,0.1561,-1.942,,0.5353,2.0298,13.4975,24.0425,52.3091,,,,,,,,,QC'd by NIEHS/NTP
81,17389212,2723598,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N.O.Cl,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08582940-01/37962340,,Activator,31.6228,331.974,,40,Partial curve; high efficacy,-4.5,3.2475,0.9807,336.733,4.7587,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,70.2655,-0.5242,,0.042,,-0.108,1.2956,0.0833,0.4318,1.7814,3.8059,5.2116,,14.1293,42.1863,67.3187,268.862,70.2655,,,,,,,,,QC'd by NIEHS/NTP
82,17389359,40301,C1=CC=C(C=C1)C2=CSC(=N2)N.O.Br,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08097220-01/37961741,,Activator,35.4813,52.5433,,40,Partial curve; partial efficacy,-4.45,1.6924,0.9982,52.7838,0.2405,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,43.7868,-0.293,,-0.1343,,-0.0246,0.0074,-0.0562,0.0401,0.9077,-0.2678,0.8621,,2.3351,5.4169,14.2983,33.4193,43.7868,,,,,,,,,QC'd by NIEHS/NTP
83,17389439,8004,CCCC=C,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07930254-01/37961523,,Activator,22.3872,21.7731,,40,Complete curve; partial efficacy,-4.65,1.2475,0.9853,22,0.2269,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,19.0702,-0.0416,,-0.5156,,0.4787,-0.4234,0.6126,0.5184,-0.6443,0.5418,1.666,,2.0601,6.6718,8.8834,16.9259,19.0702,,,,,,,,,QC'd by NIEHS/NTP
84,17389520,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944776-01/37962017,,Activator,12.5893,20.2799,,40,Complete curve; partial efficacy,-4.9,3.5722,0.9863,20.5,0.2201,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,22.4501,0.4255,,1.1043,,0.1329,-0.2154,-0.2783,-0.65,0.2374,-0.5909,-0.6164,,0.4797,5.5702,17.9962,18.145,22.4501,,,,,,,,,QC'd by NIEHS/NTP
85,17389714,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB08548307-01/37961043,,Activator,12.5893,23.3204,,40,Complete curve; partial efficacy,-4.9,1.5579,0.9918,23,-0.3204,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,22.5983,0.0082,,0.2779,,0.2141,0.2733,0.1615,-1.1004,-0.0577,0.1487,0.1808,,4.3629,7.5727,16.6341,19.277,22.5983,,,,,,,,,QC'd by NIEHS/NTP
86,17389762,8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944786-01/37961772,,Activator,44.6684,61.9994,,40,Partial curve; partial efficacy,-4.35,2.4064,0.972,62.2547,0.2554,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,59.0669,0.0443,,0.3192,,0.6572,-0.6446,0,0.3349,-0.3417,-0.4118,0.0828,,0.5738,3.3836,14.1187,26.9382,59.0669,,,,,,,,,QC'd by NIEHS/NTP
87,17389769,8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07985293-01/37961165,,Activator,39.8107,87.4122,,40,Partial curve; partial efficacy,-4.4,1.4163,0.9354,86.888,-0.5242,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,77.1598,-0.5887,,-0.1792,,-0.437,0.3884,-1.8889,-2.1602,-0.5304,0.5472,0.6959,,0.3497,10.3973,30.3346,31.787,77.1598,,,,,,,,,QC'd by NIEHS/NTP
88,17389807,8640,C1=CC=C2C(=C1)C=CC=C2N,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-ntp-p1/AB07944762-01/37961943,,Activator,44.6684,53.8234,,40,Partial curve; partial efficacy,-4.35,1.3443,0.9489,55.0132,1.1897,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,45.8391,0.0302,,-0.1741,,0.4508,-0.0693,0.016,-0.1279,0.0335,0.1291,2.8466,,10.0041,10.4801,13.1928,25.2178,45.8391,,,,,,,,,QC'd by NIEHS/NTP
89,26752759,7261,CC1=C(C=C(C=C1)N)N,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00090717-02/37963419,,Activator,44.6684,61.7178,,40,Partial curve; partial efficacy,-4.35,2.7202,0.9814,61.7601,0.0423,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,58.5771,,-0.1389,1.4413,-0.4517,0.5689,0.4273,-1.2406,0.3868,-2.5795,0.008,-3.6231,1.1115,4.6842,,6.9887,25.7664,58.5771,,,,,,,,,QC'd by SigmaAldrich
90,26752830,11933,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00090883-02/37963932,,Activator,44.6684,53.0025,,40,Partial curve; partial efficacy,-4.35,3.0654,0.9516,52.8744,-0.1282,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,56.4621,,0.3279,0.6903,1.9964,-0.2494,0.8835,-2.6441,-0.387,-2.039,-0.2768,-0.1849,0.867,1.2697,,7.1855,16.9215,56.4621,,,,,,,,,QC'd by SigmaAldrich
91,26752902,9223,C1=CC=C2C(=C1)C=CO2,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091088-03/37963104,,Activator,25.1189,22.4151,,40,Complete curve; partial efficacy,-4.6,1.9673,0.9879,22.5,0.0849,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20.1331,,-0.3206,-0.7626,-0.3352,0.321,0.3988,0.1566,0.9805,0.1701,0.3392,-0.1614,1.1601,2.0102,,6.4979,17.784,20.1331,,,,,,,,,QC'd by EPA
92,26753037,6001,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00091518-02/37963055,,Activator,25.1189,50.2621,,40,Partial curve; partial efficacy,-4.6,3.0654,0.9752,50.0801,-0.182,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,31.3377,,1.6947,1.6719,1.2433,1.4907,-1.485,-4.735,0.5844,-0.4871,-1.4734,-0.7817,2.257,1.0778,,14.0057,41.1387,31.3377,,,,,,,,,QC'd by SigmaAldrich
93,26754622,9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00160429-02/37963275,,Activator,35.4813,69.1985,,40,Partial curve; partial efficacy,-4.45,3.1925,0.9988,68.2431,-0.9555,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,65.0773,,-0.9877,-0.0234,-0.4593,-0.5956,-0.0247,-1.5434,-1.8658,-0.0271,-0.6407,-2.2675,-1.2342,-0.5777,,6.8088,42.2088,65.0773,,,,,,,,,QC'd by EPA
94,26757116,29216,CNC(=O)N(C)C1=NC2=CC=CC=C2S1,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163728-01/37963402,,Activator,44.6684,58.8436,,40,Partial curve; partial efficacy,-4.35,1.5095,0.909,58.7795,-0.0642,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,52.6665,,0.0004,-0.1627,-0.2786,0.1465,0.2076,-3.5447,-2.7926,-1.9115,0.2744,-0.6692,4.3382,5.5872,,18.9217,16.9452,52.6665,,,,,,,,,QC'd by EPA
95,26757232,91779,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,Active,40,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163825-01/37962972,,Activator,31.6228,103.503,,40,Partial curve; high efficacy,-4.5,4.9549,0.9979,103.324,-0.1786,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,7.3451,,-0.966,-1.0291,-1.0722,-0.5161,-0.9297,-0.226,-0.0852,1.9982,-1.1747,0.3092,1.5473,0.7465,,5.8282,81.5152,7.3451,,,,,,,,,QC'd by EPA
